Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10496;1305;Komatiland Forests;42274;South African Forestry Company (SAFCOL);Материнская компания;;;;;;Komatiland Forests, a subsidiary of the South African government owned South African Forestry Company (SAFCOL)
10497;41262;Horyal Investments Holdings Company Limited;3426;Uttam Sucrotech International PVT LTD;Материнская компания;;;;;;
10498;41332;Atiak Sugar Factory (#163805);3016;Government of Uganda;Материнская компания;Доли капитала;44.0;69000000000.0;;;
10499;41332;Atiak Sugar Factory (#163805);41262;Horyal Investments Holdings Company Limited;Материнская компания;Доли капитала;56.0;;;;
10500;42225;Unknown (TAnzania_344);42222;Unkown _Parent(Tanzania_344);Материнская компания;;;;;;
10502;41321;Sierra Tropical Limited (STL);41410;Sierra Tropical Investment Company;Материнская компания;;;;;;
10503;41321;Sierra Tropical Limited (STL);41772;Multilateral Investment Guarantee Agency;Третичный инвестор/заимодатель;Привлечение заемного капитала;;36000000.0;;;MIGA has issued $36 million in guarantees for the design, construction and operation of a facility in southern Sierra Leone that will cultivate, harvest and process pineapples and other tropical fruit for export.
10504;41410;Sierra Tropical Investment Company;41191;Dole Asia Holdings PTE Ltd;Материнская компания;;;;;;
10506;35255;Adani Ports and Special Economic Zone Limited (APSEZ);35256;Adani Power Private Ltd;Материнская компания;;;;;;
10507;35255;Adani Ports and Special Economic Zone Limited (APSEZ);541;Mundra Port and Special Economic Zone Ltd. (MPSEZL);Материнская компания;;;;;;
10508;35255;Adani Ports and Special Economic Zone Limited (APSEZ);2211;Adani Group;Материнская компания;;;;;;
10509;39273;Twangiza Mining SARL;42287;Baiyin International Investments of China;Материнская компания;;;;;;Banro corporation sold its Twangiza mine to minority shareholder Baiyin International Investments of China (which previously owned 32%)  for $1 on Jan 17.
10510;1773;Baobab Resources PLC;42288;Baobab Resources Limited;Материнская компания;Доли капитала;;;;;
10511;42273;Capitol Resources;1773;Baobab Resources PLC;Материнская компания;Доли капитала;;;;;
10512;42273;Capitol Resources;41508;International Finance Corporation (IFC);Третичный инвестор/заимодатель;Доли капитала;15.0;;;;Pledged to provide up to $3.6 million in exploration activities at its Tete project area and in 2009—$400,000 for a 15 percent joint venture stake (Tete project).
10513;35351;Argentina Gold Corporation Inc;3021;GoldCorp Inc;Материнская компания;;;;;;
10516;36507;Maple Energy PLC. in Peru;1950;Maple Energy PLC;Материнская компания;;;;;;
10517;39790;Union Dicon Plc In Kogi State;4971;Union Dicon Plc;Материнская компания;;;;;;
10518;36814;Unknown (Ridge Solutions, in Angola, deal 3481);932;Ridge Solutions;Материнская компания;;;;;;
10519;36815;Unknown (Ridge Solutions, in Angola, deal 3482);932;Ridge Solutions;Материнская компания;;;;;;
10520;36816;Unknown (Ridge Solutions, in Angola, deal 3483);932;Ridge Solutions;Материнская компания;;;;;;
10531;42284;Trapani Fresh;39063;FGF Trapani SRL;Материнская компания;;49.0;;;;
10532;42284;Trapani Fresh;42283;Limoneira Company;Материнская компания;;51.0;;;;
10533;42275;Privat-Agro-Bilozir`ya LLC;42254;Purple Pearl Limited;Материнская компания;;100.0;;;;
10536;39476;MNG Gold Liberia Inc;4715;Avesoro Jersey Limited;Материнская компания;Доли капитала;90.0;;;;
10537;39476;MNG Gold Liberia Inc;41196;Government of Liberia;Материнская компания;Доли капитала;10.0;;;;
10539;42290;Ncondezi Coal Company Mozambique, LDA;42240;Empresa Moçambicana de Exploração Mineira (EMEM);Материнская компания;Доли капитала;5.0;;;;Under the agreement, the government-owned Mozambican Mining Exploration Company will be granted a 5% free carry in shares of NCCML.
10540;42290;Ncondezi Coal Company Mozambique, LDA;42289;Ncondezi Energy Limited;Материнская компания;Доли капитала;;;;;
10541;42293;Dobrynia LLC;42292;SDI LLC;Материнская компания;Доли капитала;99.99;;;;
10542;42292;SDI LLC;42210;Sucden Group;Материнская компания;Доли капитала;100.0;;;;
10543;42295;Studenetsk flour mill JSC;42292;SDI LLC;Материнская компания;;;;;;
10544;42296;Agroservis LLC;42212;Sucden Lipetsk LLC;Материнская компания;Доли капитала;100.0;;;;
10545;35689;Sannati Agro Farm Enterprises Pvt Ltd (Ethiopia Branch);2426;Sannati Group;Материнская компания;;;;;;https://opencorporates.com/companies/in/U01403AP2010PTC067558
10547;34846;Koh Kong Sugar Company Ltd;2145;Khon Kaen Sugar Industry Public Company Limited (KSL Group);Материнская компания;;70.0;;;;
10548;34846;Koh Kong Sugar Company Ltd;2322;Ve Wong Corporation;Материнская компания;;30.0;;;;
10550;36052;MukayaPayam Cooperative;1445;Nile Trading & Development;Материнская компания;Доли капитала;60.0;;;;
10551;37106;Akewa Group of Companies (Liberia) Incorporated;2200;Akewa Global Services;Материнская компания;;100.0;;;;AKEWA GLOBAL SERVICES LTD also had a registered office in United Kingdom (https://opencorporates.com/companies/gb/07925682).
10552;36750;Bassa Logging & Timber Corporation;42300;BASSA LOGGING AND TIMBER AS;Материнская компания;Доли капитала;;;;;
10553;35655;SG Sustainable Oils Cameroon, Ltd. (SGSOC);2860;Herakles Capital;Материнская компания;Доли капитала;100.0;;;;
10557;42301;Trigon Rufiji Rice company;42302;Unknown iinvestors (90% of the special purpose vehicle);Материнская компания;Доли капитала;90.0;;;;
10558;42301;Trigon Rufiji Rice company;4329;James Maynard;Материнская компания;Доли капитала;10.0;;;;
10560;37688;Mufindi Paper Mills Limited;41254;Rai Group Limited;Материнская компания;;;;;;
10561;42303;Uspenskyi Agropromsojuz LLC;42292;SDI LLC;Материнская компания;Доли капитала;80.0;;;;
10562;42297;Agrofirma Eletskyi LLC;42296;Agroservis LLC;Материнская компания;Доли капитала;100.0;;;;
10563;42299;Agrosnabsahar LLC;42297;Agrofirma Eletskyi LLC;Материнская компания;Доли капитала;64.0;;;;
10564;42299;Agrosnabsahar LLC;42296;Agroservis LLC;Материнская компания;Доли капитала;7.0;;;;
10565;42299;Agrosnabsahar LLC;42298;Rassvet JSC;Материнская компания;Доли капитала;29.0;;;;
10566;42244;Zernovaia Compania LLC;42243;Sh Rs Invest LLC;Материнская компания;Доли капитала;100.0;;;;"Under the Register, it is known, that the Ägsen Property"" LLC is owned by ""Sh Rs Invest"" LLC (100%)."
10567;42244;Zernovaia Compania LLC;41246;PJSC Sberbank of Russia;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;Sberbank signed credit agreements with Sovkhoz-Vesna JSC (Saratov Region) and Zernovaya Kompaniya LLC (Penza Region) for a total amount of 230 mln roubles. These funds will be used to purchase seeds, fertilisers, and oil and lubricants.
10568;42212;Sucden Lipetsk LLC;42211;Sucres et Denrees;Материнская компания;Доли капитала;98.0;;;;
10572;41889;Vedanta Limited;2391;Vedanta Resources;Материнская компания;Доли капитала;50.0;;;;
10573;38729;Bea Mountain Mining Corporation (BMMC);4715;Avesoro Jersey Limited;Материнская компания;;55.0;;;;
10574;38729;Bea Mountain Mining Corporation (BMMC);3682;Avesoro Resources Inc;Материнская компания;Доли капитала;45.0;;;;
10576;38729;Bea Mountain Mining Corporation (BMMC);42311;Nedbank Limited;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;
10577;38729;Bea Mountain Mining Corporation (BMMC);42312;Rand Merchant Bank (RMB);Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;
10583;3682;Avesoro Resources Inc;4715;Avesoro Jersey Limited;Материнская компания;;;;;;
10584;42310;Western Cluster Limited;41889;Vedanta Limited;Материнская компания;Доли капитала;100.0;;;;Vedanta limited-previously known as Sesa Goa ltd/Sesa Sterlite Ltd
10585;42314;Bio Lat LLC;40517;Bio Verde LLC;Материнская компания;Доли капитала;99.0;;;;
10588;42127;MK Group LLC;42125;Agri Holding AG;Материнская компания;Доли капитала;11.0;;;;Information is under the Agency for Bussiness Registers.
10589;42127;MK Group LLC;42126;Wheat Corn Holding BV Amsterdam;Материнская компания;Доли капитала;87.0;;;;Information is under the Agency for Bussiness Registers.
10590;42127;MK Group LLC;4778;EBRD (European Bank of Reconstruction and Development);Третичный инвестор/заимодатель;;;;;2011-06-28;Project Cost €80 million. The EBRD is considering providing a loan to MK Group and Sunoko.
10591;42127;MK Group LLC;4401;FMO (Netherlands Development Finance Company);Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;"Signing date - 2013-09-27; Total FMO financing - EUR 15.00 MLN"
10592;41918;Pivden Agro Invest LLC;41929;TNA Corporate Solutions LLC;Материнская компания;Доли капитала;100.0;;;;
10594;39636;Nyva LLC;5027;Cacique Limited;Материнская компания;Доли капитала;100.0;;;;
10595;39722;Bopolu Development Corporation (BODECO);4936;Unknown (Bopolu Development Corporation (BPDECO));Материнская компания;;;;;;
10597;42317;Sodruzhestvo LLC;42316;Vesna LLC;Материнская компания;Доли капитала;100.0;;;;
10603;42328;CK Power Public Company LTd;40220;CH. Karnchang Public Company Limited;Материнская компания;Доли капитала;31.9;;;;
10605;42326;Nam Ngum 2 Power Company Ltd;40082;Electricité du Laos;Материнская компания;Доли капитала;25.0;;;;
10606;42326;Nam Ngum 2 Power Company Ltd;42327;SouthEast Asia Energy Ltd;Материнская компания;Доли капитала;75.0;;;;
10612;42322;Twigg Exploration & Mining Limitada;42321;Syrah Resources Ltd;Материнская компания;Доли капитала;;;;;
10613;42319;Grafex Limitada (Grafex);42318;Triton Minerals Limited;Материнская компания;Доли капитала;;;;;
10614;42319;Grafex Limitada (Grafex);42320;Jinan Hi-Tech;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;An interim debt financing of £1.12m (A$2m) was secured from China’s state-owned infrastructure development company Jinan Hi-Tech for the development of the project in July 2019.
10623;42331;New Forests Company Tanzania UK Limited;1517;New Forests Company Holdings;Материнская компания;Доли капитала;87.0;;;;
10624;42331;New Forests Company Tanzania UK Limited;1531;Government of Tanzania;Материнская компания;Доли капитала;13.0;;;;
10626;41052;UNIFRUTTI (Laysun Service Co., Ltd);41051;Unifrutti International Holdings Ltd.;Материнская компания;;;;;;
10627;42316;Vesna LLC;42315;"""Indicia"" CJSC";Материнская компания;Доли капитала;96.0;;;;
10629;42333;Koral LLC;42334;Rebrykhynskyi Leskhoz LLC;Материнская компания;Доли капитала;33.0;;;;
10630;42333;Koral LLC;42332;Aleusskyi Les LLC;Материнская компания;Доли капитала;67.0;;;;
10631;42334;Rebrykhynskyi Leskhoz LLC;42333;Koral LLC;Материнская компания;Доли капитала;100.0;;;;
10632;42332;Aleusskyi Les LLC;42334;Rebrykhynskyi Leskhoz LLC;Материнская компания;Доли капитала;51.0;;;;
10633;42332;Aleusskyi Les LLC;42333;Koral LLC;Материнская компания;Доли капитала;49.0;;;;
10634;41138;Rinaldi Liliana Haydee;41139;Agropecuaria Centro S.A.;Материнская компания;;;;;;
10635;41031;SACHA RUPASKA SA;41167;Mendez Ezcurra, Luis Maria;Материнская компания;;;;;;
10642;38560;Wami Agriculture Company Limited;42330;Envision Consulting (T) Limited;Материнская компания;Доли капитала;100.0;;;;
10643;36856;New Forests Company (Tanzania limited);42331;New Forests Company Tanzania UK Limited;Материнская компания;Доли капитала;100.0;;;;
10644;38559;Montara Land Company;42330;Envision Consulting (T) Limited;Материнская компания;;;;;;
10645;42329;Unknown (Montara Continental Ltd);42330;Envision Consulting (T) Limited;Материнская компания;;;;;;
10646;36942;Montara Continental;1768;Woodbois Ltd;Материнская компания;Доли капитала;100.0;;;;
10647;4557;Argento Ltd;36942;Montara Continental;Материнская компания;Доли капитала;100.0;;;;
10648;38915;Argento Mozambique Lda;4557;Argento Ltd;Материнская компания;;;;;;
10649;38915;Argento Mozambique Lda;4558;Local representative;Материнская компания;;;;;;
10650;39285;Liberian Hardwood Corporation;42347;Aissha and Mustapha (A&M) Enterprise Incorporated;Материнская компания;;;;;;
10651;36731;Envirotrade Mozambique Limitada (EML);2179;Envirotrade;Материнская компания;;;;;;
10656;38982;"Plantations Socfinaf Ghana Ltd ""PSG""";42364;SOCFINAF S.A.;Материнская компания;Доли капитала;100.0;;;;Holding company of SOCFIN to manage its operations in Africa.
10658;42364;SOCFINAF S.A.;168;Bolloré Group;Материнская компания;Доли капитала;0.5;;;;Part of the Bolloré Group.
10659;42364;SOCFINAF S.A.;41766;Compagnie des Glénans;Материнская компания;Доли капитала;0.4;;;;Part of the Bolloré Group
10660;42364;SOCFINAF S.A.;41763;Compagnie du Cambodge;Материнская компания;Доли капитала;7.0;;;;Part of the Bolloré Group
10661;42364;SOCFINAF S.A.;946;Société Financière des Caoutchoucs (Socfin SA);Материнская компания;Доли капитала;59.0;;;;The influence of SOCFIN is increased with another 8.9% through shareholders belonging to the Bolloré Group.
10663;38570;Agripalma;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;88.0;;;;
10664;38570;Agripalma;4108;São Tomé State;Материнская компания;;12.0;;;;
10670;35766;Kimminic Estates;1120;Kimminic Corporation;Материнская компания;;75.0;;;;
10671;35766;Kimminic Estates;42373;Nkoranza Traditional Council;Материнская компания;;25.0;;;;Joint venture partner with 25% annual profit share agreement for the activities related to the plantations on its land.
10676;42346;West africa farms;42351;G.S-fresh;Материнская компания;;100.0;;;;
10677;42367;Ibra Moz S.A;42355;New Energy Minerals Ltd;Материнская компания;Доли капитала;60.0;;;;
10678;42369;Mwriti Limitada;42371;Asghar Fakhraleali;Материнская компания;Доли капитала;40.0;;;;
10679;42369;Mwriti Limitada;42372;Raimundo Domingos Pachinuapa;Материнская компания;Доли капитала;60.0;;;;
10680;42370;Montepuez Ruby Mining Limitada (“MRM”);4177;Gemfields PLC;Материнская компания;Доли капитала;75.0;;;;
10681;42370;Montepuez Ruby Mining Limitada (“MRM”);42369;Mwriti Limitada;Материнская компания;Доли капитала;25.0;;;;
10682;35759;Galten Agro Limited;1111;Galten Global Alternative Energy;Материнская компания;;;;;;
10685;35769;Jatropha Africa (Ghana);1124;Jatropha Africa;Материнская компания;;;;;;
10686;35769;Jatropha Africa (Ghana);1125;Ohene Akoto;Материнская компания;;;;;;
10687;35769;Jatropha Africa (Ghana);41839;African Development Bank (AfDB);Третичный инвестор/заимодатель;;;;;;Jatropha Africa received grant funding from AfDB
10688;39688;Ol Pejeta Conservancy Ltd;40962;Lewa Wildlife Conservancy;Материнская компания;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy.
10689;39688;Ol Pejeta Conservancy Ltd;42176;Fauna &Flora International (FFI),;Материнская компания;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy. Flora and Fauna International, besides being shareholders, are also development partners.
10690;39688;Ol Pejeta Conservancy Ltd;42177;Arcus Foundation;Материнская компания;;;;;;The ownership of Ol Pejeta is split between Flora and Fauna International of the UK, The Arcus Foundation, and the Lewa Conservancy.
10691;41858;Sierra Agra Inc;41857;MCE social capital;Третичный инвестор/заимодатель;Привлечение заемного капитала;;385000.0;;2019;MCE made a debt investment of US$385000 in Sierra Agra.
10692;37362;Natural African Diesel, Ghana Limited;2109;Natural African Diesel (NAD);Материнская компания;;;;;;
10693;36591;Solar Harvest Ltd;2079;Solar Harvest AS;Материнская компания;Доли капитала;100.0;;;;
10694;41899;Agro-Consult AW LLC;41898;Alexander Wolters;Материнская компания;Доли капитала;100.0;;;;
10695;42379;Chenguang Biotech (Zambia) Agri-Dev Limited;42378;Chenguang Biotech Group Co. Limited  (“CCGB”);Материнская компания;;;;;;
10697;42384;Unknown ( Mansa Sugar Limited);42383;Mansa Sugar Limited;Материнская компания;;;;;;
10698;42390;AGM mining LLC;42395;Elkometic LLC;Материнская компания;Доли капитала;85.0;;;;
10699;42390;AGM mining LLC;42396;Mr Battulga.B;Материнская компания;Доли капитала;5.0;;;;
10700;42390;AGM mining LLC;39278;Altan Uul Resources Limited CoLtd;Материнская компания;Доли капитала;10.0;;;;
10701;37726;Brabanta S.P.R.L.;946;Société Financière des Caoutchoucs (Socfin SA);Материнская компания;Доли капитала;0.2;;;;Direct shareholding by SOCFIN in Brabanta. The remaining 99.8% of the shares are also held by SOCFIN, but through its subsidiary SOCFINAF.
10702;37726;Brabanta S.P.R.L.;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;99.8;;;;The remaining 0.2% of shares are held by SOCFINAF's parent company SOCFIN.
10703;40200;CamAgra Investment Group Ltd;3304;Camtree Corporation;Материнская компания;Доли капитала;100.0;;;;"No direct parent company has been found; however Camtree Corporation is reported to be its sister company"
10704;42084;"Agrarian Company ""Prydniprovske"" LLC";41929;TNA Corporate Solutions LLC;Материнская компания;Доли капитала;100.0;;;;
10705;35577;Astarta Kyiv LLC;42380;European Investment Bank;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;2014;Loan amount - EUR 50 million
10706;35577;Astarta Kyiv LLC;4778;EBRD (European Bank of Reconstruction and Development);Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;2008;"Status - completed. EBRD Finance = Up to USD 20 million long term loan to the Astarta Holding; ""Astrata-Kyiv"" LLC (the ""Company""), its parent companies and its operating subsidiaries (together the “Astarta Holding”) is the leading largest sugar producer in Ukraine."
10707;35577;Astarta Kyiv LLC;40662;Ancor Investments Ltd.;Материнская компания;Доли капитала;99.99;;;;
10708;3865;Astarta Holding NV;42381;Ivanchyk V.P.;Материнская компания;Доли капитала;37.99;;;;
10709;3865;Astarta Holding NV;42382;Fairfax Financial Holdings LTD;Материнская компания;Доли капитала;28.16;;;;
10713;39094;Hai Vuong Group;42404;DDK Vietnam;Третичный инвестор/заимодатель;;;;;;The Taiwan-based industrial investment limited company DDK Vietnam and Minh Hung Sikico Industry JSC inked a co-operation agreement on promoting investment in the park. (http://bizhub.vn/news/taiwanese-firms-invest-30-million-in-binh-phuocs-industrial-park_304167.html)
10714;42211;Sucres et Denrees;42210;Sucden Group;Материнская компания;;;;;;
10715;39017;Aeroponics Farming Namibia cc;42406;Craig Anuszkiewiez;Материнская компания;Доли капитала;50.0;;;;
10717;39017;Aeroponics Farming Namibia cc;42405;Drusilla Anuszkiewiez;Материнская компания;Доли капитала;50.0;;;;
10718;36149;Mtanga Farms limited;4390;Voxtra;Материнская компания;Доли капитала;;;;;The Voxtra East Africa Agribusiness Fund (Voxtra) has completed an investment of US$ 1.5 million in Mtanga Farms Limited (MFL), a commercial farm engaged in seed crops, arable farming and livestock. 
10719;36149;Mtanga Farms limited;4391;Unknown minorty shareholders;Материнская компания;;;;;;
10720;36149;Mtanga Farms limited;1760;Agri-Vie;Материнская компания;;;;;;
10725;38430;Simfer S.A;3004;Aluminum Corporation of China (CHINALCO)_;Материнская компания;Доли капитала;35.0;;;;
10726;38430;Simfer S.A;4083;Rio Tinto plc;Материнская компания;;41.0;;;;
10728;38430;Simfer S.A;2140;Government of Guinea;Материнская компания;;20.0;;;;
10729;40728;South Bukidnon Bioenergy Inc.;35183;Bronzeoak Philippines Inc.;Материнская компания;;;;;;
10730;40728;South Bukidnon Bioenergy Inc.;40749;Green Renewable Holdings;Материнская компания;;;;;;
10734;39018;Unknown (Chilwelo Feedlot Business);4158;Chilwelo Feedlot Business;Материнская компания;;;;;;
10735;36754;Salala Rubber Corporation (SRC);42364;SOCFINAF S.A.;Материнская компания;Доли капитала;65.0;;;;
10736;36754;Salala Rubber Corporation (SRC);36758;Liberian Agriculture Company (LAC);Материнская компания;Доли капитала;35.0;;;;LAC is owned by co-owner SOCFINAF
10738;36758;Liberian Agriculture Company (LAC);42364;SOCFINAF S.A.;Материнская компания;Доли капитала;100.0;;;;
10739;36402;Okomu Oil Palm Company;3445;Unknown (Nigerian Investors);Материнская компания;Доли капитала;35.03;;;;"No Nigerian shareholder hold more than 5% of the issued share capital of the company.
Other source from the company's website states that Okomu oil palm company is 66.38% owned by Socfinaf while 33.62% owned by public stock market."
10740;36402;Okomu Oil Palm Company;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;64.97;;;;Other source from the company's website states that Okomu oil palm company is 66.38% owned by Socfinaf while 33.62% owned by public stock market.
10744;39661;Bui Power Authority;1114;Government of Ghana;Третичный инвестор/заимодатель;Доли капитала;15.0;;;;US$60 million investment
10745;39661;Bui Power Authority;42408;Export-Import (Exim) Bank of China;Третичный инвестор/заимодатель;Привлечение заемного капитала;;562000000.0;;;US$270million concessional loan plus US$292million commercial loan
10749;42402;Compagnie agricole de Saint Louis (CASL), Senegal;42410;European Investment Bank, African Development Bank;Материнская компания;Привлечение заемного капитала;;;;;
10751;35649;SOCAPALM;1838;Government of Cameroon;Материнская компания;Доли капитала;22.36;;;;
10752;35649;SOCAPALM;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;67.46;;;;
10754;37773;Puzzolana (Zambia) Limited;2753;Puzzolana Group;Материнская компания;;;;;;
10756;37642;Socfin Agricultural Company Sierra Leone Ltd.;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;93.0;;;;
10757;37642;Socfin Agricultural Company Sierra Leone Ltd.;42407;Agrifinal;Материнская компания;Доли капитала;7.0;;;;
10758;37450;SoGB;1816;Government of Cote D'ivoire;Материнская компания;;16.0;;;;
10759;37450;SoGB;42364;SOCFINAF S.A.;Материнская компания;Доли капитала;73.16;;;;Through Bereby-Finances, a company 87% owned by SOCFINAF.
10765;2380;AAAID;1410;Government of Saudi Arabia;Материнская компания;Доли капитала;15.24;;;;
10766;2380;AAAID;492;Government of Kuwait;Материнская компания;Доли капитала;13.19;;;;
10767;2380;AAAID;3414;Government of the United Arab Emirates;Материнская компания;Доли капитала;10.16;;;;
10768;2380;AAAID;3548;Government of Iraq;Материнская компания;Доли капитала;10.16;;;;
10769;2380;AAAID;1913;Government of Sudan;Материнская компания;Доли капитала;10.14;;;;
10770;2380;AAAID;1147;Qatari Government;Материнская компания;Доли капитала;5.08;;;;
10771;2380;AAAID;891;Government of Egypt;Материнская компания;Доли капитала;2.03;;;;
10773;38658;Arab Agricultural Services Company (Rosso);2380;AAAID;Материнская компания;Доли капитала;100.0;;;;
10774;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;2380;AAAID;Материнская компания;Доли капитала;42.5;;;;
10775;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;3548;Government of Iraq;Материнская компания;Доли капитала;12.5;;;;
10776;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;492;Government of Kuwait;Материнская компания;Доли капитала;12.5;;;;
10777;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;1410;Government of Saudi Arabia;Материнская компания;Доли капитала;12.5;;;;
10778;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;1913;Government of Sudan;Материнская компания;Доли капитала;20.0;;;;
10779;38661;Arab Company for Crop Production;2380;AAAID;Материнская компания;Доли капитала;52.76;;;;
10780;38661;Arab Company for Crop Production;3547;Rawabi Co;Материнская компания;Доли капитала;47.24;;;;
10781;37956;Bokeo Leilin Rubber Co. Ltd.;2878;Leilin;Материнская компания;;;;;;
10789;42413;GroupFarm;42414;Timesellers Limited;Материнская компания;Доли капитала;100.0;;;;
10790;1719;Kenana Sugar Company;2380;AAAID;Материнская компания;Доли капитала;5.59;;;;
10791;1719;Kenana Sugar Company;339;Kuwait Investment Authority (KIA);Материнская компания;Доли капитала;30.64;;;;
10792;1719;Kenana Sugar Company;1913;Government of Sudan;Материнская компания;Доли капитала;35.33;;;;
10793;1719;Kenana Sugar Company;1410;Government of Saudi Arabia;Материнская компания;Доли капитала;10.97;;;;
10799;3389;Brazilian Agroindustrial Company;1716;Pinesso Group;Материнская компания;Доли капитала;50.0;;;;
10800;3389;Brazilian Agroindustrial Company;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);Материнская компания;Доли капитала;25.0;;;;
10801;3389;Brazilian Agroindustrial Company;1913;Government of Sudan;Материнская компания;Доли капитала;25.0;;;;Ministry of Agriculture
10802;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);1913;Government of Sudan;Материнская компания;Доли капитала;14.7;;;;
10803;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);2380;AAAID;Материнская компания;Доли капитала;85.3;;;;
10804;37080;White Nile Sugar Co. Ltd.;2379;National Pension Fund;Материнская компания;Доли капитала;11.0;;;;Overall, Institutions and Banks own 45.19% of White Nile Sugar Company shares.
10805;37080;White Nile Sugar Co. Ltd.;2380;AAAID;Материнская компания;Доли капитала;14.38;;;;
10806;37080;White Nile Sugar Co. Ltd.;1913;Government of Sudan;Материнская компания;Доли капитала;9.14;;;;
10807;37080;White Nile Sugar Co. Ltd.;1719;Kenana Sugar Company;Материнская компания;Доли капитала;31.8;;;;
10808;38663;Arab Sudanese Seeds Company (ASSCO);2380;AAAID;Материнская компания;Доли капитала;34.93;;;;
10809;38663;Arab Sudanese Seeds Company (ASSCO);1913;Government of Sudan;Материнская компания;Доли капитала;51.55;;;;
10810;38663;Arab Sudanese Seeds Company (ASSCO);3550;Institutions and Banks;Материнская компания;Доли капитала;13.52;;;;
10811;41523;SE.MI.S.A;41522;Rovella Capital;Материнская компания;;;;;;
10813;41794;Enel Green Power  Mexico;41793;Enel Green Power;Материнская компания;;;;;;
10815;39245;WHA Hemaraj Cienco 4 Joint Stock Company;4440;Civil Engineering Construction Corporation No. 4 Ltd (CIENCO 4);Материнская компания;;20.0;;;;Mr. Nguyen Tuan Huynh – General Director of Cienco4 was present in the signing ceremony on the investment agreement.
10816;39245;WHA Hemaraj Cienco 4 Joint Stock Company;4441;Hemaraj Land and Development Public Company Limited;Материнская компания;;80.0;;;;Mr. David Richard Nardone- Chief Executive of WHA Hemaraj Land and Development (SG) Pte. Ltd was present in the signing ceremony on the investment agreement.
10817;39251;Trang Cat Urban Development Ltd.;4292;Hon Hai Precision Industry Co., Ltd;Материнская компания;Доли капитала;50.0;;;;Foxconn, the trade name for Hon Hai Precision Industry Co. Ltd., is Taiwan’s largest technology company, the largest manufacturer of connectors for use in PCs in Taiwan and a world leading manufacturer of connectors and cable assemblies.
10818;39251;Trang Cat Urban Development Ltd.;4290;KINHBAC CITY DEVELOPMENT HOLDING CORPORATION;Материнская компания;Доли капитала;50.0;;;;Kinh Bac City Development Holding Corporation is a prominent developer of industrial parks in Vietnam
10819;42338;Sinenergy Pte Ltd;42337;SHS HOLDINGS LTD.;Материнская компания;;;;;;
10820;42420;HDFC Sinpower Ltd;42339;Ditrolic Solar;Материнская компания;;;;;;
10821;42420;HDFC Sinpower Ltd;42340;IFDC Solar Power (BD) Ltd;Материнская компания;;;;;;
10822;42420;HDFC Sinpower Ltd;42338;Sinenergy Pte Ltd;Материнская компания;;;;;;
10823;39254;Nam Hong Jababeka Company-;4459;Jababeka Group;Материнская компания;Доли капитала;;;;;Indonesia
10824;39254;Nam Hong Jababeka Company-;4458;Nam Hong Company Ltd;Материнская компания;Доли капитала;;;;;Vietnam
10825;42343;Teesta Power Limited;42341;BEXIMCO Group;Материнская компания;;;;;;
10826;42343;Teesta Power Limited;42342;TBEA Xinjiang Sunoasis Co Ltd;Материнская компания;;;;;;
10827;39608;Kunming Gaoshen Rubber Planting Co. Ltd;4855;Gaoshen Group;Материнская компания;;;;;;
10828;39733;Unknown (Astral Asia);4948;Astral Asia;Материнская компания;Доли капитала;85.0;;;;Malaysia-based company
10829;39733;Unknown (Astral Asia);4950;Green Future Company Ltd;Материнская компания;Доли капитала;7.5;;;;Taiwan-based company
10830;39733;Unknown (Astral Asia);4949;Myanmar Combiz Services Company Ltd;Материнская компания;Доли капитала;7.5;;;;Myanmar-based company
10834;38421;Westfalia Fruto Mocambique Ltda;3117;AgDevCo;Материнская компания;Доли капитала;25.0;7870000.0;;2014;Committed loan amount: US$7,870,000. US$2.69 million investment made.
10835;38421;Westfalia Fruto Mocambique Ltda;42186;Westfalia Fruits;Материнская компания;Доли капитала;75.0;;;;
